Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Source
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,3,1,0
0,0,0.498,0.109,0.606,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.408,0.063,0.471,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,3.312,0.119,3.431,3,3,1,3,1,0
1,0,0.004,0.001,0.006,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.212,0.12,0.333,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.265,0.161,0.426,3,3,1,4,1,0
1,0,0.001,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,3,1,0
0,0,0.51,0.256,0.765,3,3,1,4,1,0
1,0,0.002,0.003,0.005,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,3,1,0
0,0,0.566,0.088,0.654,3,3,1,4,1,0
1,0,0.002,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.8,0.085,0.885,3,3,1,3,1,0
1,0,0.002,0.001,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.884,0.036,0.92,3,3,1,2,1,0
1,0,0.004,0.0,0.004,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,3,3,1,2,1,0
0,0,0.52,0.044,0.565,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.806,0.03,0.836,3,3,1,2,1,0
1,0,0.002,0.0,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.214,0.0,0.214,2,3,1,1,1,0
0,0,0.526,0.024,0.55,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.084,0.0,0.084,2,3,1,1,1,0
0,0,0.5,0.042,0.542,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.059,0.0,0.059,4,3,1,1,1,0
0,0,0.517,0.028,0.545,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.033,0.0,0.033,4,3,1,1,1,0
0,0,0.429,0.024,0.453,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.074,0.0,0.074,4,3,1,1,1,0
0,0,0.298,0.02,0.318,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.349,0.02,0.369,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.083,0.0,0.083,3,3,1,1,1,0
0,0,0.46,0.016,0.477,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.31,0.027,0.337,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,3,3,1,2,1,0
0,0,0.283,0.012,0.296,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.02,0.0,0.02,3,3,1,1,1,0
0,0,0.219,0.155,0.374,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,2,3,1,1,1,0
0,0,0.425,0.033,0.458,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.323,0.06,0.382,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.293,0.052,0.345,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.189,0.01,0.198,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.091,0.004,0.095,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.044,0.0,0.044,2,3,1,1,1,0
0,0,0.176,0.091,0.267,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.035,0.003,0.038,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.032,0.002,0.034,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.342,0.04,0.383,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.408,0.012,0.421,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.217,0.132,0.349,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,1,1,0
0,0,0.203,0.055,0.258,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.325,0.062,0.387,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.379,0.037,0.416,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.413,0.081,0.494,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.235,0.13,0.365,3,3,1,3,1,0
1,0,0.001,0.001,0.002,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.297,0.067,0.364,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.28,0.334,0.614,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.166,0.039,0.206,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.286,0.049,0.335,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.165,0.049,0.214,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.266,0.063,0.329,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,2,1,0
0,0,0.134,0.072,0.206,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,0.199,0.294,0.494,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.39,0.115,0.505,4,3,1,4,1,0
1,0,0.002,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.025,0.0,0.025,4,3,1,4,1,0
0,0,0.268,0.054,0.322,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.025,0.0,0.025,3,3,1,3,1,0
0,0,0.293,0.112,0.405,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.258,0.104,0.362,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.264,0.0,0.264,4,3,1,5,1,0
0,0,0.331,0.043,0.375,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.253,0.039,0.292,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.281,0.072,0.352,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.28,0.043,0.323,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.276,0.051,0.326,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.173,0.047,0.22,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.211,0.046,0.257,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.24,0.044,0.285,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,3,3,1,3,1,0
0,0,0.108,0.021,0.128,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.189,0.038,0.227,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.243,0.029,0.272,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.233,0.341,0.574,3,3,1,3,1,0
1,0,0.001,0.002,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.195,0.05,0.245,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,2,1,0
0,0,0.204,0.036,0.24,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.139,0.029,0.169,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.284,0.052,0.335,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.034,0.47,0.504,3,3,1,3,1,0
1,0,0.0,0.003,0.003,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,2,3,1,1,1,0
0,0,0.087,0.119,0.205,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,2,3,1,1,1,0
0,0,0.122,0.193,0.316,3,3,1,3,1,0
1,0,0.0,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,0.055,0.188,0.242,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.047,0.168,0.214,3,3,1,3,1,0
1,0,0.0,0.001,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.063,0.051,0.114,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.073,1.226,1.299,3,3,1,3,1,0
1,0,0.0,0.006,0.006,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,3,1,0
0,0,0.12,0.049,0.169,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,2,1,0
3,1,0.071,0.0,0.071,2,3,1,1,1,0
0,0,0.1,0.027,0.127,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,2,3,1,1,1,0
0,0,0.091,0.029,0.121,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.05,0.058,0.108,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.042,0.021,0.063,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.06,0.019,0.079,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.074,0.021,0.095,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.044,0.033,0.076,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.065,0.034,0.099,3,3,1,3,1,0
1,0,0.0,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.053,0.032,0.085,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.097,0.049,0.145,3,3,1,3,1,0
1,0,0.0,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.054,0.142,0.196,3,3,1,3,1,0
1,0,0.0,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.002,0.0,0.002,3,3,1,2,1,0
0,0,0.067,0.02,0.087,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.224,0.209,0.433,3,3,1,4,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,3,3,1,2,1,0
0,0,0.236,0.229,0.465,3,3,1,3,1,0
1,0,0.001,0.002,0.003,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.016,0.0,0.016,3,3,1,3,1,0
0,0,0.237,0.796,1.033,3,3,1,3,1,0
1,0,0.001,0.006,0.007,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.305,0.251,0.555,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.234,0.269,0.503,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.078,0.0,0.078,4,3,1,5,1,0
0,0,0.311,0.217,0.528,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.277,0.105,0.382,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
0,0,0.321,0.053,0.375,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.257,0.085,0.343,3,3,1,3,1,0
1,0,0.001,0.001,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.276,0.055,0.331,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.011,0.0,0.011,3,3,1,2,1,0
0,0,0.181,0.067,0.248,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.006,0.0,0.006,3,3,1,2,1,0
0,0,0.439,0.126,0.565,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.023,0.0,0.023,4,3,1,1,1,0
0,0,0.329,0.218,0.546,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.015,0.0,0.015,4,3,1,2,1,0
0,0,0.399,0.05,0.449,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.017,0.0,0.017,3,3,1,1,1,0
0,0,0.33,0.09,0.421,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.01,0.0,0.01,3,3,1,2,1,0
0,0,0.229,0.009,0.239,3,3,1,4,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,3,1,0
0,0,0.183,0.063,0.247,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.009,0.0,0.009,3,3,1,2,1,0
0,0,0.242,0.188,0.431,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.018,0.0,0.018,4,3,1,4,1,0
0,0,0.265,0.036,0.301,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.021,0.0,0.021,3,3,1,4,1,0
0,0,0.301,0.018,0.319,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.03,0.0,0.03,4,3,1,4,1,0
0,0,0.285,0.057,0.342,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,3,1,0
0,0,0.2,0.031,0.231,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.046,0.0,0.046,3,3,1,4,1,0
0,0,0.242,0.1,0.342,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,3,1,0
3,1,0.028,0.0,0.028,4,3,1,4,1,0
0,0,0.413,0.075,0.488,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,2,1,0
3,1,0.038,0.0,0.038,3,3,1,3,1,0
0,0,0.335,0.062,0.398,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.312,0.105,0.417,3,3,1,3,1,0
1,0,0.001,0.001,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,1,1,0
0,0,0.235,0.033,0.267,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.014,0.0,0.014,3,3,1,2,1,0
0,0,0.264,0.022,0.287,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,4,3,1,4,1,0
3,1,0.022,0.0,0.022,4,3,1,4,1,0
0,0,0.52,0.019,0.539,3,3,1,3,1,0
1,0,0.002,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.013,0.0,0.013,3,3,1,2,1,0
0,0,0.379,0.063,0.441,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.016,0.0,0.016,3,3,1,3,1,0
0,0,0.32,0.058,0.378,3,3,1,3,1,0
1,0,0.001,0.0,0.002,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.012,0.0,0.012,3,3,1,2,1,0
0,0,0.094,0.008,0.102,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.005,0.0,0.005,3,3,1,2,1,0
0,0,0.084,0.011,0.095,3,3,1,3,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.073,0.005,0.078,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,2,3,1,2,1,0
0,0,0.108,0.008,0.115,3,3,1,3,1,0
1,0,0.0,0.0,0.0,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.004,0.0,0.004,3,3,1,2,1,0
0,0,0.113,0.009,0.122,3,3,1,4,1,0
1,0,0.0,0.0,0.0,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.003,0.0,0.003,3,3,1,2,1,0
0,0,0.316,0.026,0.342,3,3,1,3,1,0
1,0,0.001,0.0,0.001,4,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.008,0.0,0.008,3,3,1,2,1,0
0,0,0.162,0.009,0.171,3,3,1,3,1,0
1,0,0.001,0.0,0.001,3,3,1,1,1,0
2,0,0.0,0.0,0.0,3,3,1,3,1,0
3,1,0.007,0.0,0.007,3,3,1,2,1,0
